Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,children,duration
High School,Single,15862,1,1,4,11,9,10,1,1,0,3,8,0,44,No,1,10.403376682637463
PhD,Married,49544,308,0,73,0,0,23,2,5,1,8,7,0,47,No,1,10.772872461784166
College Graduate,Married,33228,22,2,31,7,4,5,1,2,0,3,7,0,43,No,1,9.828313940223591
College Graduate,Together,70440,690,117,499,76,102,88,1,5,10,7,3,0,45,Yes,0,10.121378051562857
College Graduate,Together,38232,43,5,28,7,6,33,4,3,1,3,5,0,52,No,2,9.844741044946383
PhD,Married,22554,27,0,10,0,0,4,4,2,0,4,5,0,68,No,2,11.04950946840064
PhD,Married,23536,6,0,3,0,0,1,1,0,0,3,3,0,40,No,1,9.467031713438285
College Graduate,Married,49413,205,7,41,3,2,46,2,4,2,5,5,0,71,No,1,10.074834588181611
College Graduate,Married,42231,24,0,8,0,1,4,1,1,0,3,5,0,54,No,2,9.661419119324664
Master,Divorced,78789,667,50,850,21,83,83,1,4,6,5,2,0,43,Yes,0,11.28770248688113
College Graduate,Together,56534,691,7,61,10,0,46,4,10,4,7,8,0,55,Yes,1,10.332192562172029
College Graduate,Single,58350,493,26,206,116,80,80,4,8,3,12,6,0,52,No,1,10.879648642482318
College Graduate,Single,81217,493,70,324,146,40,84,1,3,7,11,1,0,34,No,0,10.343143965320557
College Graduate,Single,49090,494,5,82,7,0,100,3,7,2,9,7,0,72,No,1,10.343143965320557
Master,Divorced,61787,621,73,414,78,48,85,1,8,4,6,5,0,36,No,0,10.378736025553275
PhD,Married,18169,9,0,5,0,0,7,1,1,0,2,8,0,38,No,1,10.75370750627424
Technical School,Single,24336,1,6,2,8,2,12,1,1,0,2,7,0,42,No,1,11.23568332192562
College Graduate,Married,18222,12,4,19,12,6,14,1,2,0,3,8,0,33,No,0,10.890600045630846
College Graduate,Divorced,62335,243,131,217,85,6,26,2,3,3,13,2,0,71,No,1,10.499201460187086
Technical School,Together,42033,11,1,4,2,0,7,1,1,0,2,7,0,52,No,2,11.172712753821584
PhD,Married,86580,532,21,127,26,20,20,0,4,2,5,1,0,40,Yes,0,10.731804699977184
PhD,Divorced,41437,29,0,2,0,0,1,1,1,0,3,7,0,66,No,2,11.164499201460188
Master,Widow,73705,612,91,520,258,107,107,2,9,6,8,5,0,72,No,2,9.716062057951175
College Graduate,Married,61064,387,126,342,0,45,180,5,8,4,11,6,0,47,No,1,11.224731918777092
Master,Married,38452,56,0,14,0,0,2,3,3,0,3,7,0,68,No,2,9.647729865389003
College Graduate,Single,18358,6,8,19,16,4,4,3,3,0,4,7,0,34,No,1,10.003536390600045
PhD,Together,55012,582,0,65,0,0,13,6,8,2,9,5,0,50,No,1,9.672370522473193
High School,Together,9722,6,17,16,6,16,42,4,3,1,3,8,0,50,Yes,1,11.137120693588866
PhD,Married,38175,70,6,69,2,3,3,3,3,1,4,7,0,39,No,1,10.162445813369839
Master,Together,58656,962,12,194,16,24,12,4,7,8,13,6,0,67,Yes,1,11.169974903034452
College Graduate,Together,52117,112,10,107,30,0,20,2,5,2,4,7,0,58,No,1,11.265799680584074
College Graduate,Married,64813,293,0,124,179,97,52,1,7,2,10,5,0,45,No,1,9.885808806753365
PhD,Married,54222,199,12,31,3,12,7,1,3,3,5,3,0,50,No,1,9.727013461099704
College Graduate,Married,83512,1060,61,835,80,20,101,1,4,7,10,1,0,37,Yes,0,9.431439653205567
Master,Married,77520,940,44,396,0,88,58,1,8,7,7,4,0,64,Yes,1,10.233629933835273
College Graduate,Together,41154,44,2,11,2,3,7,1,1,0,4,5,0,45,No,1,10.619666894820899
College Graduate,Married,80398,342,51,936,207,35,26,1,5,8,12,3,0,57,Yes,0,11.030230435774584
High School,Single,18746,2,10,11,12,9,20,2,3,0,3,6,0,31,No,1,9.483458818161077
College Graduate,Together,35196,75,12,141,43,39,187,6,6,1,5,8,0,39,No,1,11.022016883413187
College Graduate,Single,60230,520,20,367,39,81,40,2,6,3,6,5,0,67,No,1,10.507415012548483
College Graduate,Married,22108,5,3,9,6,2,6,2,2,0,3,7,0,46,No,2,9.540953684690852
College Graduate,Together,44392,87,5,71,7,12,29,5,4,1,4,7,0,49,No,2,10.211727127538216
PhD,Married,55424,462,61,184,10,53,107,4,7,5,9,6,0,47,Yes,1,10.989162673967602
College Graduate,Married,17688,2,2,1,3,1,2,1,1,0,2,8,1,44,No,1,10.855007985398128
PhD,Married,92491,979,44,935,29,25,22,1,7,5,12,3,0,40,Yes,0,10.559434177503993
College Graduate,Single,90273,704,129,853,120,74,111,1,5,6,7,2,0,32,Yes,0,9.937827971708876
PhD,Widow,82571,861,31,558,62,95,79,0,6,5,13,2,0,61,Yes,0,9.639516313027608
PhD,Single,38513,172,3,115,16,0,18,5,6,1,5,8,0,41,Yes,1,9.81462468628793
Master,Single,16653,5,7,31,15,4,7,3,2,1,3,6,0,44,Yes,1,9.595710700433493
College Graduate,Together,42586,194,2,56,0,0,0,5,4,1,6,8,0,68,Yes,2,11.063198722336299
High School,Single,23529,9,7,13,3,2,20,1,1,1,2,6,0,58,No,1,10.87143509012092
Master,Together,74881,505,72,270,36,27,54,4,9,2,12,5,0,62,No,2,10.707164042892995
College Graduate,Married,71107,533,10,217,198,174,195,2,7,6,13,4,0,72,No,1,10.759183207848505
PhD,Together,46910,48,0,14,0,0,6,2,2,0,3,6,0,59,No,2,9.666894820898928
College Graduate,Married,18690,6,1,7,23,4,19,1,1,1,2,8,0,64,No,0,10.898813597992243
College Graduate,Divorced,37244,18,2,10,0,0,25,1,1,1,2,7,0,68,Yes,2,10.570385580652522
College Graduate,Together,82427,482,147,509,104,107,107,1,3,5,12,1,0,57,Yes,0,9.69701117955738
Technical School,Single,75342,204,97,97,21,118,26,1,5,2,10,4,0,65,No,1,10.545744923568332
College Graduate,Divorced,70044,1073,0,250,153,14,14,4,7,10,5,5,0,69,No,1,10.756445357061374
College Graduate,Single,79146,245,16,223,21,43,16,2,8,1,8,6,0,56,No,2,9.5792835957107
College Graduate,Married,77437,560,21,442,29,44,29,1,4,5,13,1,0,60,Yes,0,9.987109285877253
College Graduate,Married,54984,173,13,131,32,3,6,4,6,1,6,7,0,64,Yes,1,9.497148072096739
PhD,Married,42403,22,1,11,0,5,3,1,1,0,3,8,0,52,No,1,9.94604152407027
College Graduate,Together,55761,136,1,12,0,3,32,2,4,1,3,6,0,59,Yes,1,9.5792835957107
College Graduate,Together,37292,275,0,86,10,23,66,5,6,3,5,8,0,40,No,1,10.595026237736711
PhD,Single,45576,56,19,29,2,14,25,1,3,1,3,8,0,78,Yes,0,9.48619666894821
College Graduate,Together,70321,303,23,751,82,26,191,1,6,5,13,4,0,76,Yes,0,10.846794433036733
PhD,Divorced,58086,708,7,62,0,0,15,2,11,3,7,8,0,54,No,1,10.835843029888204
College Graduate,Married,81795,324,132,693,27,118,88,1,4,11,7,2,0,71,No,0,11.071412274697696
High School,Together,28389,1,5,3,7,4,8,1,1,0,2,7,0,76,No,0,11.002851927903261
Master,Married,66835,620,26,195,34,17,141,1,6,4,13,2,0,77,No,0,10.148756559434178
College Graduate,Divorced,69901,312,21,206,102,92,149,3,7,3,10,5,0,54,No,1,10.482774355464294
PhD,Married,80360,1493,86,454,112,43,43,2,4,4,5,2,0,74,Yes,0,10.720853296828656
PhD,Together,63342,918,21,118,13,10,21,3,8,3,5,6,0,62,Yes,1,11.098790782569017
College Graduate,Married,44989,98,0,106,49,10,106,5,5,1,5,6,0,49,No,1,11.191877709331509
Technical School,Single,31859,3,4,7,15,8,11,1,1,0,3,7,0,43,No,1,9.732489162673968
PhD,Widow,51569,380,0,47,6,0,34,4,7,1,7,8,0,74,Yes,1,10.772872461784166
College Graduate,Widow,30372,15,0,12,7,3,7,3,2,0,3,7,0,52,No,2,10.907027150353638
High School,Single,16014,3,9,4,7,8,7,4,1,1,4,3,0,44,No,2,10.682637462924937
College Graduate,Married,41120,24,2,23,0,8,24,3,2,1,3,6,0,55,No,2,10.041866301619894
Master,Single,39763,80,1,60,4,6,16,2,5,1,2,9,0,52,Yes,1,10.299338352726444
PhD,Married,38725,31,0,6,2,1,5,2,1,0,4,4,0,68,No,2,9.535477983116587
College Graduate,Married,77981,138,120,204,16,126,60,3,7,4,7,5,0,51,No,1,10.49098790782569
Technical School,Married,62905,166,75,96,119,107,59,3,7,2,8,4,0,59,No,1,10.198037873602555
Technical School,Divorced,13533,12,3,8,8,0,17,2,2,0,3,7,0,44,No,1,10.70168834131873
College Graduate,Together,59481,178,3,85,71,66,58,2,3,3,8,2,0,48,No,1,10.080310289755875
College Graduate,Married,72117,707,20,171,65,60,50,1,9,7,9,5,0,46,No,1,10.25553274013233
Technical School,Married,21955,5,1,7,17,14,11,2,2,1,3,6,0,37,No,1,10.206251425963952
College Graduate,Married,67131,465,71,250,93,35,62,3,9,2,12,6,0,67,No,1,10.65799680584075
PhD,Single,36802,16,1,2,0,0,1,1,1,0,3,5,0,43,No,1,9.4341775039927
College Graduate,Together,71853,358,108,413,141,97,32,1,2,8,6,1,0,41,No,0,10.540269221994068
High School,Married,28249,1,9,7,2,14,10,1,2,0,3,6,0,62,No,0,9.436915354779831
Master,Married,47808,123,1,26,2,0,72,2,3,2,3,7,0,48,Yes,1,10.088523842117272
PhD,Divorced,25509,40,3,30,10,7,11,3,3,0,3,9,0,49,Yes,1,11.175450604608717
PhD,Married,51012,102,9,63,2,9,24,1,4,1,4,6,0,77,No,0,10.595026237736711
College Graduate,Single,70596,347,44,534,17,0,26,1,3,5,12,2,0,38,No,0,11.12890714122747
PhD,Together,85431,376,53,462,168,53,53,1,2,7,7,0,0,71,No,0,10.455395847592973
College Graduate,Married,42664,21,0,3,0,0,0,1,1,0,3,6,0,56,No,1,9.680584074834588
College Graduate,Together,42586,194,2,56,0,0,0,5,4,1,6,8,0,68,Yes,2,11.063198722336299
College Graduate,Single,29760,64,4,68,7,5,17,4,3,1,4,8,0,38,No,1,11.230207620351356
PhD,Married,28973,206,0,46,3,2,12,2,5,1,5,8,0,46,No,0,11.107004334930414
PhD,Together,39435,71,0,18,0,0,13,1,3,1,2,7,0,50,No,1,10.29386265115218
Technical School,Married,65370,71,22,112,138,89,29,1,2,3,13,1,0,39,No,0,10.30755190508784
High School,Single,20194,0,4,7,11,10,15,2,2,0,3,6,0,44,No,1,10.928929956650695
PhD,Single,42473,93,1,21,0,4,25,3,2,1,4,5,0,47,No,2,9.759867670545288
College Graduate,Married,64590,920,138,168,36,46,30,1,9,4,10,6,0,55,No,0,11.104266484143281
College Graduate,Together,71232,653,17,170,34,26,17,2,11,2,10,7,0,64,No,1,9.981633584302989
College Graduate,Together,34600,199,33,60,8,3,15,5,5,2,5,8,0,52,Yes,2,10.887862194843715
College Graduate,Single,46904,153,4,56,0,9,31,4,5,1,4,8,0,56,No,2,11.04950946840064
College Graduate,Married,49094,376,0,38,11,8,69,5,6,3,6,6,0,50,No,1,11.16723705224732
College Graduate,Together,36075,46,0,30,12,1,30,1,2,0,4,6,0,40,No,1,9.951517225644535
Technical School,Together,60839,600,21,128,223,150,128,13,2,2,12,8,0,44,No,2,11.232945471138489
College Graduate,Together,77298,425,115,292,23,35,79,1,6,6,11,3,0,44,No,1,10.052931781884554
College Graduate,Together,34026,18,6,15,12,8,17,3,2,1,3,5,0,73,No,2,10.296600501939311
PhD,Single,48918,52,0,9,0,0,1,2,1,0,4,4,0,60,No,2,9.612137805156285
Technical School,Together,82122,734,22,350,151,25,100,1,3,9,13,1,0,61,Yes,0,10.26922199406799
College Graduate,Single,37697,34,6,21,11,4,8,1,2,1,3,6,0,47,No,1,9.78724617841661
College Graduate,Together,34074,135,1,41,10,1,67,5,3,3,3,6,0,71,Yes,2,10.35957107004335
Master,Married,28520,11,0,10,0,2,20,1,1,1,2,6,0,63,No,2,10.43896874287018
College Graduate,Single,62535,163,48,90,0,45,52,1,3,2,8,3,0,68,No,1,10.135067305498517
Master,Single,36273,29,3,30,3,2,9,2,3,0,3,6,0,46,No,1,9.601186402007757
College Graduate,Together,63404,734,26,70,11,44,17,2,6,3,4,4,0,59,Yes,2,9.46155601186402
Technical School,Together,75774,340,21,134,258,14,56,1,7,5,8,4,0,42,No,1,9.557380789413644
College Graduate,Together,78416,453,38,279,188,38,183,2,7,7,10,3,0,47,No,1,9.404061145334246
College Graduate,Together,75702,1073,0,629,145,37,37,1,10,5,13,6,0,49,Yes,1,11.104266484143281
Master,Together,59385,135,0,10,0,4,36,2,3,1,4,5,0,72,No,2,10.567647729865389
College Graduate,Single,37070,231,7,137,4,15,39,9,5,1,8,7,0,57,Yes,2,10.674423910563542
College Graduate,Married,44689,18,0,5,0,0,11,2,1,1,2,7,0,72,Yes,2,9.863906000456309
College Graduate,Together,53977,620,16,165,0,24,82,5,5,5,12,5,0,65,No,1,10.455395847592973
PhD,Single,7144,81,4,33,5,2,291,0,23,1,1,0,0,57,No,2,9.9569929272188
College Graduate,Single,18701,12,4,2,10,6,10,4,2,0,4,5,0,59,No,2,10.466347250741501
College Graduate,Married,90369,292,51,981,224,23,17,1,4,6,6,1,0,67,Yes,0,9.568332192562172
PhD,Single,63159,965,34,586,89,86,37,1,3,5,8,3,0,49,Yes,0,11.043919689710243
College Graduate,Together,37758,27,2,10,0,0,1,2,1,0,3,8,0,57,No,2,11.131644992014602
PhD,Single,46757,777,30,163,0,51,122,6,4,4,7,9,0,60,No,1,11.01380333105179
Master,Married,79734,572,8,232,23,62,17,1,4,3,6,1,0,54,Yes,0,9.401323294547113
College Graduate,Together,63207,438,169,565,91,169,70,1,2,3,6,7,0,31,Yes,0,10.835843029888204
College Graduate,Divorced,72071,531,69,300,150,138,150,3,5,4,8,2,0,69,No,1,10.767396760209902
PhD,Together,21840,17,0,9,0,0,1,1,1,0,3,9,0,40,No,1,10.337668263746293
Technical School,Together,58582,402,35,106,101,77,42,2,9,2,9,5,0,41,Yes,1,10.148756559434178
College Graduate,Single,72282,503,27,419,90,139,153,1,5,7,9,7,0,72,Yes,0,10.343143965320557
College Graduate,Married,50387,369,9,87,12,14,34,3,6,2,8,5,0,67,No,2,10.225416381473877
PhD,Together,32583,5,0,3,0,0,1,1,1,0,2,7,0,62,No,2,9.436915354779831
College Graduate,Together,62568,362,17,398,80,35,61,3,5,3,5,4,0,61,Yes,1,9.625827059091947
Master,Divorced,44635,56,0,9,0,0,3,2,2,0,3,7,0,52,No,2,10.11316449920146
Master,Single,33316,79,1,31,4,4,12,3,2,1,4,6,0,52,No,2,10.132329454711385
College Graduate,Married,63967,387,84,141,73,35,162,3,4,4,12,2,0,55,No,1,10.285649098790783
Technical School,Together,52513,367,17,241,104,188,232,2,9,5,9,7,0,45,No,0,11.213780515628565
College Graduate,Married,25293,15,0,11,0,2,9,1,1,1,2,8,0,54,No,1,10.184348619666896
PhD,Widow,54111,267,6,54,8,3,50,2,5,2,6,5,0,58,No,1,10.24184348619667
College Graduate,Together,78394,298,27,697,216,24,166,1,4,6,5,2,0,37,Yes,0,10.764658909422769
Master,Married,80739,674,92,736,39,0,92,1,3,11,9,1,0,65,No,0,10.499201460187086
Master,Together,22669,16,14,36,37,22,48,3,4,1,2,9,0,48,Yes,1,10.501939310974219
College Graduate,Single,29236,37,4,24,16,9,9,2,4,0,3,9,0,36,No,1,10.121378051562857
College Graduate,Together,44911,159,0,22,2,1,31,3,4,1,4,7,0,64,No,1,10.688113164499201
PhD,Married,54693,686,17,142,23,26,35,8,6,4,13,6,0,61,No,1,10.759183207848505
College Graduate,Together,48186,97,3,66,12,7,34,3,4,1,4,7,0,49,No,1,9.675108373260324
College Graduate,Married,54809,63,6,57,13,13,22,4,2,1,5,4,0,46,Yes,2,10.195300022815424
College Graduate,Together,41580,56,5,24,4,0,3,3,2,1,3,5,0,45,No,2,10.94809491216062
PhD,Married,80336,209,19,456,160,142,66,1,2,9,13,1,0,53,No,0,10.200775724389688
College Graduate,Married,47743,198,2,43,0,12,20,3,4,1,6,6,0,66,Yes,1,10.668948208989278
Technical School,Married,62972,313,15,47,20,0,192,2,7,4,3,6,0,68,No,1,11.301391740816792
PhD,Divorced,57333,941,14,397,76,58,176,11,8,5,9,6,0,69,Yes,1,11.164499201460188
PhD,Together,32313,86,4,56,2,4,7,3,4,0,4,9,0,41,No,1,10.775610312571297
Master,Widow,84953,167,48,602,63,72,72,1,3,10,4,2,0,70,Yes,0,10.469085101528634
Master,Divorced,27071,8,3,19,0,2,3,2,2,0,3,6,0,55,No,1,9.582021446497833
Master,Together,68148,389,66,408,37,57,85,1,4,4,6,2,0,66,No,0,10.225416381473877
Master,Together,65735,239,7,119,4,15,11,5,6,2,6,7,0,58,No,2,9.9569929272188
PhD,Married,86836,179,21,273,0,21,63,1,6,10,6,5,0,48,Yes,0,11.191877709331509
PhD,Married,4023,5,0,1,1,1,1,15,0,0,0,19,0,60,No,2,9.415012548482775
College Graduate,Married,30093,2,6,28,13,4,16,1,2,0,3,7,0,33,No,0,10.37326032397901
PhD,Married,57705,383,0,53,6,4,40,3,8,1,6,6,0,57,No,1,9.861168149669176
College Graduate,Single,25008,2,8,8,6,1,9,2,1,0,3,8,0,35,No,1,9.80093543235227
Technical School,Single,83257,536,27,590,38,107,67,1,5,10,12,6,1,28,Yes,0,11.175450604608717
College Graduate,Together,22280,2,1,4,3,1,2,1,1,0,2,8,0,48,No,1,10.510152863335616
PhD,Married,72159,322,53,899,34,40,53,1,4,6,10,2,0,45,No,0,11.063198722336299
College Graduate,Together,64260,539,169,816,20,0,30,1,4,5,4,3,0,62,Yes,0,10.860483686972392
PhD,Single,82733,712,50,420,65,38,38,1,8,4,7,4,0,39,Yes,0,10.198037873602555
Master,Divorced,74290,1121,0,72,0,12,12,4,10,8,10,6,0,52,Yes,1,10.277435546429386
Master,Single,58217,68,1,13,3,5,13,1,2,0,4,6,0,72,No,3,11.011065480264659
Master,Together,21024,36,4,18,6,2,18,1,2,0,4,7,0,47,No,0,10.38421172712754
PhD,Married,70116,707,44,603,95,58,29,1,2,8,12,1,0,51,No,0,10.819415925165412
College Graduate,Together,54006,174,77,203,6,24,97,2,8,1,7,7,0,38,No,1,11.175450604608717
PhD,Married,69063,666,35,124,69,8,26,1,5,3,5,3,0,57,No,1,11.03844398813598
Technical School,Divorced,11448,0,0,0,6,2,6,1,1,0,2,6,0,48,No,0,9.935090120921743
College Graduate,Single,61825,162,50,100,55,30,27,1,4,2,8,4,0,44,No,1,10.291124800365047
College Graduate,Married,70886,407,70,239,103,88,53,1,5,4,4,2,0,52,No,1,10.104950946840065
College Graduate,Married,69109,823,25,459,124,29,95,1,6,6,7,4,0,41,Yes,0,11.032968286561715
College Graduate,Widow,60208,488,23,71,15,0,59,11,8,3,7,7,0,50,Yes,2,11.123431439653206
Master,Together,32889,28,0,13,4,2,8,3,2,1,3,5,0,55,No,2,10.208989276751085
College Graduate,Single,34738,3,2,10,3,0,2,1,1,0,3,6,0,39,No,1,9.532740132329454
Master,Together,30538,284,0,52,8,3,20,4,9,0,4,10,0,52,No,1,11.139858544375999
Technical School,Together,82326,938,142,754,159,81,183,1,5,10,6,2,0,46,Yes,0,9.702486881131646
PhD,Divorced,26642,13,2,15,2,2,8,2,2,0,3,6,0,56,No,1,9.727013461099704
College Graduate,Divorced,69932,412,172,153,150,105,57,2,7,6,11,4,0,59,No,1,10.444444444444445
College Graduate,Single,44503,31,1,8,0,0,8,2,2,0,3,6,0,51,No,2,9.601186402007757
PhD,Single,60200,502,19,132,0,6,26,6,6,2,11,6,0,75,No,1,10.885124344056582
College Graduate,Divorced,49638,18,10,3,3,5,0,1,1,0,3,2,0,71,No,1,9.592972849646362
Technical School,Single,23830,1,8,6,4,8,16,1,1,0,3,7,0,36,No,0,9.78724617841661
Master,Widow,33051,100,71,243,108,94,219,3,9,1,8,9,0,64,Yes,0,11.265799680584074
College Graduate,Married,72905,407,114,445,181,165,203,1,3,7,9,1,0,65,Yes,0,9.833789641797855
PhD,Together,69702,664,9,240,50,19,57,2,7,7,10,4,0,72,No,1,10.75370750627424
College Graduate,Divorced,70300,1045,61,338,60,46,46,3,5,5,13,8,0,48,No,1,10.354095368469086
PhD,Married,70643,1218,107,304,23,143,33,1,5,8,4,6,0,39,Yes,0,11.10152863335615
PhD,Married,30396,15,0,6,0,1,12,2,1,1,2,7,0,54,Yes,1,9.562856490987908
PhD,Divorced,50616,128,0,16,0,1,4,2,4,0,4,7,0,55,No,1,9.595710700433493
Master,Single,62772,581,49,157,43,8,108,1,5,6,11,2,0,54,Yes,1,10.510152863335616
PhD,Single,30298,6,3,12,6,1,0,1,1,1,3,3,0,38,No,0,9.510837326032398
College Graduate,Single,52413,185,8,133,56,56,12,2,7,1,7,7,0,39,No,1,11.04950946840064
PhD,Married,44155,22,1,9,0,0,14,1,1,1,2,4,0,66,No,2,9.83926534337212
PhD,Divorced,86979,584,100,835,65,83,35,1,5,5,5,2,0,52,Yes,0,10.039128450832763
College Graduate,Together,76532,355,30,177,90,138,30,4,9,5,7,5,0,48,No,2,10.200775724389688
College Graduate,Married,42081,175,10,110,54,6,27,2,6,3,4,6,0,41,Yes,1,10.734542550764317
PhD,Married,67546,864,134,768,150,38,172,1,4,10,5,3,0,35,No,0,11.224731918777092
Master,Together,88420,957,153,612,99,95,153,1,4,7,8,1,0,34,Yes,0,9.557380789413644
College Graduate,Married,31158,25,6,16,20,0,5,2,2,0,3,8,0,38,No,1,10.816678074378279
College Graduate,Divorced,61671,641,7,56,0,0,28,8,10,4,6,8,0,55,Yes,1,9.469769564225416
College Graduate,Single,69719,273,86,208,177,14,43,1,2,3,5,1,0,49,No,0,9.491672370522474
College Graduate,Divorced,49160,122,21,43,25,10,15,2,3,1,6,6,0,74,No,1,10.088523842117272
High School,Together,24882,1,4,10,29,0,36,1,1,1,2,6,0,45,Yes,1,11.200091261692904
PhD,Single,90933,1020,31,430,62,63,79,1,4,6,4,1,0,69,Yes,0,9.644992014601872
PhD,Single,113734,6,2,3,1,262,3,0,27,0,0,1,0,78,No,0,9.48619666894821
PhD,Together,59292,378,14,68,19,14,14,2,3,5,8,3,0,73,No,1,10.441706593657313
PhD,Married,45759,42,1,18,3,0,4,2,2,0,3,7,0,59,No,2,10.742756103125712
College Graduate,Single,22148,15,5,14,0,4,11,1,1,0,3,7,0,40,No,0,9.609399954369154
Master,Married,73395,272,7,80,20,7,11,1,4,4,6,2,0,36,No,0,9.680584074834588
College Graduate,Divorced,29819,9,1,24,2,1,2,3,3,0,3,6,0,52,No,1,10.077572438968744
College Graduate,Married,45688,279,0,18,0,0,9,2,3,1,8,4,0,55,Yes,1,9.822838238649327
College Graduate,Married,62820,398,61,265,138,61,53,1,3,4,6,1,0,69,No,0,10.532055669632673
PhD,Married,60491,637,47,237,12,19,76,4,6,11,7,5,0,52,No,1,10.208989276751085
College Graduate,Together,33235,45,0,16,2,1,6,1,3,0,3,7,0,37,No,1,9.792721879990873
College Graduate,Married,35701,21,1,9,7,3,5,1,1,0,3,6,0,64,No,0,10.677161761350673
Master,Married,31535,15,4,13,0,0,19,1,1,1,2,7,0,43,Yes,1,10.154232261008442
Technical School,Together,92556,493,183,352,184,23,28,0,3,5,13,0,0,63,No,0,9.590234998859229
College Graduate,Single,67384,957,40,175,158,53,107,2,7,8,5,5,0,53,Yes,1,11.030230435774584
Master,Together,80573,829,138,430,60,92,15,1,4,6,13,2,0,52,No,0,11.104266484143281
College Graduate,Married,77870,1017,50,500,65,50,133,3,5,5,5,8,0,56,Yes,1,11.249372575861281
PhD,Widow,52278,953,0,71,0,0,174,6,10,5,10,8,0,60,No,1,10.822153775952543
College Graduate,Single,57107,159,0,120,0,0,137,7,4,4,8,8,0,55,Yes,1,11.243896874287017
College Graduate,Married,18929,32,0,8,23,4,18,1,1,0,4,6,0,33,No,0,10.761921058635638
PhD,Single,36038,23,0,15,0,2,7,2,3,0,3,6,0,42,No,1,10.47729865389003
College Graduate,Single,20180,18,42,24,15,20,18,1,2,1,4,7,0,47,No,0,10.75096965548711
PhD,Together,34230,15,0,4,0,0,2,1,1,0,2,7,0,58,No,2,10.904289299566507
Technical School,Single,31878,23,4,5,10,5,23,1,1,0,4,3,0,46,No,1,9.417750399269908
Technical School,Married,70932,200,193,100,46,185,185,2,6,2,12,3,0,51,No,1,9.83926534337212
College Graduate,Single,91249,1324,27,119,71,108,27,0,7,9,6,4,0,67,Yes,0,11.087839379420489
Master,Single,77598,1193,33,281,129,66,33,1,7,5,13,3,0,80,Yes,0,10.140543007072782
College Graduate,Single,80982,505,137,401,104,22,22,3,11,5,11,5,1,64,No,2,10.86869723933379
Master,Married,22701,2,4,9,0,4,5,1,1,0,3,5,0,46,No,1,10.211727127538216
PhD,Married,55212,1103,0,45,0,0,34,3,4,2,11,8,0,54,Yes,1,10.994638375541866
College Graduate,Married,70617,353,61,753,40,46,27,1,3,3,7,2,0,53,No,0,10.414328085785991
College Graduate,Single,64849,652,48,350,94,84,108,1,9,3,6,5,0,66,Yes,0,11.022016883413187
Master,Married,62694,379,6,157,25,91,91,5,9,3,7,7,0,58,No,2,10.430755190508785
PhD,Married,61917,46,4,36,2,2,1,1,2,0,4,5,0,49,No,2,10.003536390600045
PhD,Married,67472,162,31,127,8,17,69,2,4,2,7,3,0,76,No,1,10.148756559434178
Master,Married,21059,8,3,19,3,3,8,3,3,0,3,6,0,41,No,1,9.872119552817704
Master,Married,29543,17,3,18,3,4,18,2,3,1,2,7,0,55,No,2,9.642254163814739
College Graduate,Married,75903,340,108,185,130,38,100,2,6,6,9,3,0,72,No,1,10.622404745608032
Technical School,Together,34984,8,4,15,3,5,3,2,1,0,3,7,0,48,No,2,11.208304814054301
PhD,Single,54998,154,22,202,39,30,8,5,4,2,9,4,0,67,Yes,1,10.70168834131873
PhD,Widow,54356,710,15,30,20,0,0,3,11,2,8,8,0,74,Yes,1,11.005589778690394
Master,Married,34242,8,2,4,0,0,1,1,0,0,3,5,0,64,No,1,9.666894820898928
College Graduate,Married,25410,2,2,4,13,13,4,1,1,0,4,4,0,50,No,1,10.225416381473877
PhD,Married,73356,1050,14,322,0,14,112,1,5,11,5,2,0,39,Yes,0,9.789984029203742
College Graduate,Together,28320,19,1,14,3,2,4,1,1,0,3,8,0,73,No,1,10.852270134610997
College Graduate,Single,23763,22,0,6,6,2,6,1,1,0,3,7,0,46,No,1,11.290440337668263
College Graduate,Married,72570,274,83,216,151,141,224,1,4,6,12,1,0,39,No,0,9.57654574492357
Master,Married,34529,68,6,38,3,6,41,2,2,2,3,7,0,47,No,1,11.186402007757245
College Graduate,Widow,70792,344,45,654,104,11,114,2,3,4,10,3,0,72,No,0,10.789299566506958
College Graduate,Married,63211,145,193,459,205,26,145,2,3,8,7,2,0,41,Yes,0,11.05224731918777
Master,Married,83891,217,38,350,111,85,15,1,4,7,10,1,0,49,No,1,9.423226100844172
College Graduate,Single,36065,18,7,34,10,2,3,3,3,0,3,8,0,55,No,2,10.644307551905088
College Graduate,Together,39898,69,8,26,12,7,12,2,3,0,4,7,0,69,No,1,10.772872461784166
PhD,Single,51141,144,0,7,0,0,6,1,3,1,4,5,0,83,No,0,10.37326032397901
College Graduate,Married,56939,256,34,103,90,29,49,2,3,3,10,3,0,47,No,1,10.176135067305498
College Graduate,Single,80872,483,72,567,94,12,108,1,4,4,10,1,0,72,No,0,9.530002281542323
PhD,Together,72335,1285,105,653,28,21,0,1,10,4,8,8,0,47,Yes,0,11.274013232945471
PhD,Single,61798,338,4,89,11,8,13,1,4,2,9,4,0,59,No,0,9.995322838238648
PhD,Widow,76842,605,10,345,84,54,32,1,1,8,7,0,0,73,No,0,9.554642938626513
